place,movie_title,rating,year,star_cast
132,O Lobo de Wall Street,8.17841412700129,2013,"Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill"
133,Green Book: O Guia,8.177713859995881,2018,"Peter Farrelly (dir.), Viggo Mortensen, Mahershala Ali"
134,Julgamento em Nuremberg,8.171582346038935,1961,"Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster"
135,Ran,8.16466055620475,1985,"Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao"
136,Cassino,8.16391586912737,1995,"Martin Scorsese (dir.), Robert De Niro, Sharon Stone"
137,O Show de Truman: O Show da Vida,8.161860755921904,1998,"Peter Weir (dir.), Jim Carrey, Ed Harris"
138,Sangue Negro,8.160880423202945,2007,"Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano"
139,O Labirinto do Fauno,8.160125755671542,2006,"Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil"
140,Os Imperdoáveis,8.158243181355312,1992,"Clint Eastwood (dir.), Clint Eastwood, Gene Hackman"
141,O Sexto Sentido,8.154824693359293,1999,"M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment"
142,Ilha do Medo,8.153891542459462,2010,"Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer"
143,Uma Mente Brilhante,8.150680426640104,2001,"Ron Howard (dir.), Russell Crowe, Ed Harris"
144,Jurassic Park,8.149822528739268,1993,"Steven Spielberg (dir.), Sam Neill, Laura Dern"
145,John Wick 4: Baba Yaga,8.149791121383215,2023,"Chad Stahelski (dir.), Keanu Reeves, Laurence Fishburne"
146,"Yojimbo, o Guarda-Costas",8.147233416333915,1961,"Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno"
147,O Tesouro da Sierra Madre,8.146665253260998,1948,"John Huston (dir.), Humphrey Bogart, Walter Huston"
148,Monty Python em Busca do Cálice Sagrado,8.145016782968947,1975,"Terry Gilliam (dir.), Graham Chapman, John Cleese"
149,Onde os Fracos Não Têm Vez,8.140535279451193,2007,"Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem"
150,Fugindo do Inferno,8.139403182285763,1963,"John Sturges (dir.), Steve McQueen, James Garner"
151,Kill Bill: Volume 1,8.139131241168089,2003,"Quentin Tarantino (dir.), Uma Thurman, David Carradine"
152,Rashomon,8.137162165897433,1950,"Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô"
153,O Enigma de Outro Mundo,8.134290945970509,1982,"John Carpenter (dir.), Kurt Russell, Wilford Brimley"
154,Homem-Aranha: Sem Volta para Casa,8.133275202276593,2021,"Jon Watts (dir.), Tom Holland, Zendaya"
155,Procurando Nemo,8.131226331550213,2003,"Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres"
156,O Homem Elefante,8.1267458141437,1980,"David Lynch (dir.), Anthony Hopkins, John Hurt"
157,Chinatown,8.12507509024399,1974,"Roman Polanski (dir.), Jack Nicholson, Faye Dunaway"
158,Touro Indomável,8.122483256921646,1980,"Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty"
159,V de Vingança,8.122215826354598,2005,"James McTeigue (dir.), Hugo Weaving, Natalie Portman"
160,E o Vento Levou,8.12124172691102,1939,"Victor Fleming (dir.), Clark Gable, Vivien Leigh"
161,"Jogos, Trapaças e Dois Canos Fumegantes",8.1197918082951,1998,"Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher"
162,Disque M para Matar,8.119598522563834,1954,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly"
163,Divertida Mente,8.119470503525955,2015,"Pete Docter (dir.), Amy Poehler, Bill Hader"
164,O Segredo dos Seus Olhos,8.117931957531592,2009,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil"
165,O Castelo Animado,8.11754614448645,2004,"Hayao Miyazaki (dir.), Chieko Baisho, Takuya Kimura"
166,Três Anúncios para um Crime,8.11130581340124,2017,"Martin McDonagh (dir.), Frances McDormand, Woody Harrelson"
167,Trainspotting: Sem Limites,8.110227458078754,1996,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner"
168,A Ponte do Rio Kwai,8.109987220399628,1957,"David Lean (dir.), William Holden, Alec Guinness"
169,Os Suspeitos,8.107273011862146,2013,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal"
170,Guerreiro,8.10237925667428,2011,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte"
171,Fargo: Uma Comédia de Erros,8.102363955099024,1996,"Joel Coen (dir.), William H. Macy, Frances McDormand"
172,Gran Torino,8.10003699861825,2008,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang"
173,Meu Amigo Totoro,8.091888085021811,1988,"Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka"
174,Prenda-me se for Capaz,8.091824409071025,2002,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks"
175,Menina de Ouro,8.088487708637869,2004,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood"
176,Filhos do Paraíso,8.086153836248567,1997,"Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian"
177,Blade Runner: O Caçador de Androides,8.084578686973362,1982,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer"
178,Em Busca do Ouro,8.084205648865863,1925,"Charles Chaplin (dir.), Charles Chaplin, Mack Swain"
179,Klaus,8.082112024484452,2019,"Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons"
180,Harry Potter e as Relíquias da Morte - Parte 2,8.081143968678633,2011,"David Yates (dir.), Daniel Radcliffe, Emma Watson"
181,Antes do Amanhecer,8.080889844453601,1995,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy"
182,12 Anos de Escravidão,8.080471145149609,2013,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams"
183,Sindicato de Ladrões,8.07823608526845,1954,"Elia Kazan (dir.), Marlon Brando, Karl Malden"
184,Ben-Hur,8.07808516385232,1959,"William Wyler (dir.), Charlton Heston, Jack Hawkins"
185,O Grande Hotel Budapeste,8.077653981248819,2014,"Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham"
186,Garota Exemplar,8.077014833150555,2014,"David Fincher (dir.), Ben Affleck, Rosamund Pike"
187,Morangos Silvestres,8.075542412200905,1957,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson"
188,A General,8.074866978654466,1926,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack"
189,Barry Lyndon,8.07386196182939,1975,"Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson"
190,Em Nome do Pai,8.07353354709478,1993,"Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite"
191,O Franco Atirador,8.073004963423891,1978,"Michael Cimino (dir.), Robert De Niro, Christopher Walken"
192,O 3º Homem,8.072482192311274,1949,"Carol Reed (dir.), Orson Welles, Joseph Cotten"
193,Até o Último Homem,8.071369951024527,2016,"Mel Gibson (dir.), Andrew Garfield, Sam Worthington"
194,O Salário do Medo,8.069899951596453,1953,"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel"
195,Memórias de um Assassino,8.06916688496164,2003,"Bong Joon Ho (dir.), Song Kang-ho, Kim Sang-kyung"
196,Bancando o Águia,8.067783538003917,1924,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire"
197,Relatos Selvagens,8.067457997054907,2014,"Damián Szifron (dir.), Darío Grandinetti, María Marull"
198,A Mulher Faz o Homem,8.066132481563148,1939,"Frank Capra (dir.), James Stewart, Jean Arthur"
199,Mad Max: Estrada da Fúria,8.063641163514744,2015,"George Miller (dir.), Tom Hardy, Charlize Theron"
200,Mary e Max: Uma Amizade Diferente,8.06257749735575,2009,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman"
201,O Sétimo Selo,8.061667659658362,1957,"Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand"
202,Como Treinar o Seu Dragão,8.061367608883577,2010,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler"
203,Monstros SA,8.060833971985122,2001,"Pete Docter (dir.), Billy Crystal, John Goodman"
204,Sociedade dos Poetas Mortos,8.0602667893432,1989,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard"
205,Tubarão,8.060029037835164,1975,"Steven Spielberg (dir.), Roy Scheider, Robert Shaw"
206,O Quarto de Jack,8.05960940075657,2015,"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay"
207,O Grande Lebowski,8.057937103045354,1998,"Joel Coen (dir.), Jeff Bridges, John Goodman"
208,Era uma Vez em Tóquio,8.055044899543699,1953,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama"
209,O Martírio de Joana D'Arc,8.052263905323333,1928,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain"
210,Ford vs Ferrari,8.04979306593999,2019,"James Mangold (dir.), Matt Damon, Christian Bale"
211,Hotel Ruanda,8.04841083962722,2004,"Terry George (dir.), Don Cheadle, Sophie Okonedo"
212,Rocky: Um Lutador,8.046737015861714,1976,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire"
213,Platoon,8.044085303525906,1986,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger"
214,Ratatouille,8.043245633774747,2007,"Brad Bird (dir.), Brad Garrett, Lou Romano"
215,Spotlight: Segredos Revelados,8.041033500221033,2015,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton"
216,Logan,8.04055240369295,2017,"James Mangold (dir.), Hugh Jackman, Patrick Stewart"
217,O Exterminador do Futuro,8.04011619530949,1984,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton"
218,Conta Comigo,8.03696864261974,1986,"Rob Reiner (dir.), Wil Wheaton, River Phoenix"
219,Rush: No Limite da Emoção,8.035152315224577,2013,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth"
220,Rede de Intrigas,8.034551510263174,1976,"Sidney Lumet (dir.), Faye Dunaway, William Holden"
221,Antes do Pôr-do-Sol,8.032684409676623,2004,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy"
222,Na Natureza Selvagem,8.03111603596026,2007,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn"
223,O Mágico de Oz,8.03043942100283,1939,"Victor Fleming (dir.), Judy Garland, Frank Morgan"
224,Os Melhores Anos de Nossa Vida,8.028572689236164,1946,"William Wyler (dir.), Myrna Loy, Dana Andrews"
225,Feitiço do Tempo,8.02681765409679,1993,"Harold Ramis (dir.), Bill Murray, Andie MacDowell"
226,O Exorcista,8.02664783520958,1973,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow"
227,Os Incríveis,8.024903591783968,2004,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson"
228,O Ódio,8.024398929422853,1995,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé"
229,A Canção da Estrada,8.024053447458027,1955,"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee"
230,Ser ou Não Ser,8.023948476030997,1942,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny"
231,Piratas do Caribe: A Maldição do Pérola Negra,8.023429753125773,2003,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush"
232,As Vinhas da Ira,8.022191133076317,1940,"John Ford (dir.), Henry Fonda, Jane Darwell"
233,Sempre ao Seu Lado,8.02211067087392,2009,"Lasse Hallström (dir.), Richard Gere, Joan Allen"
234,A Batalha de Argel,8.021464301093959,1966,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin"
235,Jai Bhim,8.020865721877998,2021,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose"
236,Meu Pai e Meu Filho,8.019731828650634,2005,"Çagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan"
237,Amores Brutos,8.019561655232224,2000,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal"
238,"Rebecca, a Mulher Inesquecível",8.018581959116228,1940,"Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine"
239,Rebeldia Indomável,8.018163936272375,1967,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy"
240,A Criada,8.01718754917668,2016,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo"
241,Os Incompreendidos,8.013494264050875,1959,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy"
242,A Noviça Rebelde,8.013145413188216,1965,"Robert Wise (dir.), Julie Andrews, Christopher Plummer"
243,Aconteceu Naquela Noite,8.012549932377059,1934,"Frank Capra (dir.), Clark Gable, Claudette Colbert"
244,Quando Duas Mulheres Pecam,8.011087946848543,1966,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann"
245,A Vida de Brian,8.008956714999153,1979,"Terry Jones (dir.), Graham Chapman, John Cleese"
246,O Gigante de Ferro,8.00598295254892,1999,"Brad Bird (dir.), Eli Marienthal, Harry Connick Jr."
247,Histórias Cruzadas,8.005533806774732,2011,"Tate Taylor (dir.), Viola Davis, Emma Stone"
248,Dersu Uzala,8.004059536673505,1975,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin"
249,Aladdin,8.003871142864668,1992,"Ron Clements (dir.), Scott Weinger, Robin Williams"
250,Dança com Lobos,8.00155640283368,1990,"Kevin Costner (dir.), Kevin Costner, Mary McDonnell"
